Search_method Problem Max_evals Run Score
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 6 9957
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 7 10240
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 8 9957
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 9 9048
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 10 9891
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 11 9595
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 12 9377
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 13 9698
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 14 9565
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 15 9898
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 16 9738
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 17 9884
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 18 9879
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 19 10101
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 20 9778
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 21 9725
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 22 9776
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 23 9712
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 24 10048
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 25 9188
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 26 10080
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 27 9758
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 28 9870
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 29 9939
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 30 10331
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 31 9638
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 32 10066
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 33 9596
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 34 10780
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 35 10480
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 36 9647
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 37 9485
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 38 9962
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 39 9752
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 40 9844
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 41 9983
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 42 9553
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 43 10141
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 44 9707
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 45 9580
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 46 9368
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 47 10124
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 48 9830
Hill-Climber-LexiScore knapPI_16_200_1000_4 1000 49 9691
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 0 26120
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 1 26080
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 2 25960
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 3 26260
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 4 26420
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 5 26300
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 6 25960
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 7 26040
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 8 26080
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 9 26080
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 10 26260
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 11 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 12 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 13 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 14 26340
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 15 26040
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 16 26080
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 17 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 18 26180
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 19 26160
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 20 26040
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 21 26080
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 22 25840
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 23 26160
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 24 26040
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 25 25920
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 26 26540
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 27 26220
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 28 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 29 26120
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 30 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 31 26180
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 32 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 33 26260
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 34 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 35 26080
