Search_method Problem Max_evals Run Score
hill_climber_penalized_score knapPI_13_200_1000_4 1000 3 3619
hill_climber_penalized_score knapPI_13_200_1000_4 1000 4 3549
hill_climber_penalized_score knapPI_13_200_1000_4 1000 5 -3114
hill_climber_penalized_score knapPI_13_200_1000_4 1000 6 3619
hill_climber_penalized_score knapPI_13_200_1000_4 1000 7 3566
hill_climber_penalized_score knapPI_13_200_1000_4 1000 8 3558
hill_climber_penalized_score knapPI_13_200_1000_4 1000 9 3619
hill_climber_penalized_score knapPI_13_200_1000_4 1000 10 3575
hill_climber_penalized_score knapPI_13_200_1000_4 1000 11 3619
hill_climber_penalized_score knapPI_13_200_1000_4 1000 12 -2937
hill_climber_penalized_score knapPI_13_200_1000_4 1000 13 3576
hill_climber_penalized_score knapPI_13_200_1000_4 1000 14 -3744
hill_climber_penalized_score knapPI_13_200_1000_4 1000 15 3620
hill_climber_penalized_score knapPI_13_200_1000_4 1000 16 3620
hill_climber_penalized_score knapPI_13_200_1000_4 1000 17 3628
hill_climber_penalized_score knapPI_13_200_1000_4 1000 18 3594
hill_climber_penalized_score knapPI_13_200_1000_4 1000 19 3637
hill_climber_penalized_score knapPI_13_200_1000_4 1000 20 3443
hill_climber_penalized_score knapPI_13_200_1000_4 1000 21 3531
hill_climber_penalized_score knapPI_13_200_1000_4 1000 22 -3411
hill_climber_penalized_score knapPI_13_200_1000_4 1000 23 3637
hill_climber_penalized_score knapPI_13_200_1000_4 1000 24 3540
hill_climber_penalized_score knapPI_13_200_1000_4 1000 25 -2958
hill_climber_penalized_score knapPI_13_200_1000_4 1000 26 3619
hill_climber_penalized_score knapPI_13_200_1000_4 1000 27 3637
hill_climber_penalized_score knapPI_13_200_1000_4 1000 28 3584
hill_climber_penalized_score knapPI_13_200_1000_4 1000 29 3575
hill_climber_penalized_score knapPI_16_200_1000_4 1000 0 9099
hill_climber_penalized_score knapPI_16_200_1000_4 1000 1 9056
hill_climber_penalized_score knapPI_16_200_1000_4 1000 2 6728
hill_climber_penalized_score knapPI_16_200_1000_4 1000 3 9066
hill_climber_penalized_score knapPI_16_200_1000_4 1000 4 8057
hill_climber_penalized_score knapPI_16_200_1000_4 1000 5 7419
hill_climber_penalized_score knapPI_16_200_1000_4 1000 6 9777
hill_climber_penalized_score knapPI_16_200_1000_4 1000 7 -4470
hill_climber_penalized_score knapPI_16_200_1000_4 1000 8 9621
hill_climber_penalized_score knapPI_16_200_1000_4 1000 9 9475
hill_climber_penalized_score knapPI_16_200_1000_4 1000 10 7650
hill_climber_penalized_score knapPI_16_200_1000_4 1000 11 8668
hill_climber_penalized_score knapPI_16_200_1000_4 1000 12 9885
hill_climber_penalized_score knapPI_16_200_1000_4 1000 13 8295
hill_climber_penalized_score knapPI_16_200_1000_4 1000 14 -4798
hill_climber_penalized_score knapPI_16_200_1000_4 1000 15 7519
hill_climber_penalized_score knapPI_16_200_1000_4 1000 16 9301
hill_climber_penalized_score knapPI_16_200_1000_4 1000 17 8974
hill_climber_penalized_score knapPI_16_200_1000_4 1000 18 8590
hill_climber_penalized_score knapPI_16_200_1000_4 1000 19 6699
hill_climber_penalized_score knapPI_16_200_1000_4 1000 20 7585
hill_climber_penalized_score knapPI_16_200_1000_4 1000 21 -4286
hill_climber_penalized_score knapPI_16_200_1000_4 1000 22 7538
hill_climber_penalized_score knapPI_16_200_1000_4 1000 23 7649
hill_climber_penalized_score knapPI_16_200_1000_4 1000 24 8588
hill_climber_penalized_score knapPI_16_200_1000_4 1000 25 7892
hill_climber_penalized_score knapPI_16_200_1000_4 1000 26 10314
hill_climber_penalized_score knapPI_16_200_1000_4 1000 27 8448
hill_climber_penalized_score knapPI_16_200_1000_4 1000 28 9271
hill_climber_penalized_score knapPI_16_200_1000_4 1000 29 9078
Our-Hill-Climber knapPI_11_20_1000_4 1000 0 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 1 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 2 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 3 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 4 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 5 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 6 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 7 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 8 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 9 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 10 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 11 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 12 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 13 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 14 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 15 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 16 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 17 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 18 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 19 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 20 8840
Our-Hill-Climber knapPI_11_20_1000_4 1000 21 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 22 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 23 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 24 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 25 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 26 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 27 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 28 8900
Our-Hill-Climber knapPI_11_20_1000_4 1000 29 8900
Our-Hill-Climber knapPI_13_20_1000_4 1000 0 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 1 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 2 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 3 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 4 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 5 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 6 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 7 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 8 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 9 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 10 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 11 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 12 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 13 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 14 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 15 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 16 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 17 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 18 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 19 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 20 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 21 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 22 9045
Our-Hill-Climber knapPI_13_20_1000_4 1000 23 9045
